"","X.31","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26","X.27","X.28","X.29","X.30","Class","X1","X1.1","X1.2","X1.3","X1.4","X1.5","X1.6","X1.7","X1.8","X1.9","X1.10","X1.11","X1.12","X1.13","X1.14","X1.15","X1.16","X1.17","X1.18","X1.19","X1.20","X1.21","X1.22","X1.23","X1.24","X1.25","X1.26","X1.27","X1.28","X1.29","X1.30","X1.31","X1.32","X1.33","X1.34","X1.35","X1.36","X1.37","X1.38","X1.39","X1.40","X1.41","X1.42","X1.43","X1.44","X1.45","X1.46","X1.47","X1.48","X1.49"
"357",357,"352","19.3","238.94841","Unknown","[M-H]-","","0.22","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","11.67","190715_Smp_FK180310S80C1-25m_A","238.94841:417108 239.95176:130235 240.95512:74877","","238.94836","238.94841","238.94841","238.94841","238.94841","238.94841","238.94841","238.94841","238.94846","238.94905","238.94841","238.94841","238.94841","238.94841","238.94841","238.94841","238.94841","238.94841","238.94868","238.94841","238.94841","238.94841","238.94841","238.94841","238.94873","238.94841","238.94859","238.94841","238.94839","238.94841","238.9485","238.94841","238.94862","238.94841","238.94841","238.94841","238.94841","238.94858","238.94841","238.94841","238.94841","238.94841","238.94841","238.94841","238.94841","238.94841","238.94841","238.94841","238.94841","238.94841"
"358",358,"353","19.684","239.92972","Unknown","[M-H]-","","0.26","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1293.67","190715_Blk_KM1906U14-Blk_C","239.92972:536008 240.93307:0 241.93643:0","","239.92972","239.92972","239.92972","239.92972","239.92972","239.92972","239.92972","239.92972","239.92972","239.92972","239.92972","239.92323","239.92337","239.92972","239.92972","239.92972","239.92972","239.92972","239.92972","239.92972","239.92972","239.92972","239.92972","239.92972","239.92299","239.92317","239.92328","239.92972","239.92947","239.92946","239.92932","239.92972","239.92972","239.92972","239.92346","239.92972","239.92963","239.92319","239.92972","239.92972","239.92972","239.92972","239.92972","239.92972","239.92972","239.92972","239.92972","239.92972","239.92972","239.92972"
"359",359,"354","14.528","240.87079","Unknown","[M-H]-","","0.3","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1092.87","190715_Std_4uMStdsMix1InH2O_1","240.87079:346057 241.87414:0 242.8775:148805","","240.87079","240.87079","240.87079","240.87079","240.87056","240.87079","240.87079","240.87079","240.8757","240.87079","240.87079","240.87079","240.87079","240.87088","240.87079","240.87082","240.87079","240.87074","240.87083","240.87079","240.87079","240.87102","240.87064","240.87079","240.87042","240.87079","240.87079","240.87079","240.87079","240.87079","240.87079","240.87079","240.87067","240.87079","240.87079","240.87093","240.87079","240.87079","240.87079","240.87079","240.87079","240.87079","240.87096","240.87079","240.87065","240.87079","240.87079","240.87079","240.8707","240.87079"
"360",360,"355","6.933","242.07832","w/o MS2:Ingalls_Cytidine","[M-H]-","","0.3","False","7.942","242.07809","","","","","530","True","True","False","","False","False","null","null","100","100","null","null","null","55.58","190715_Std_4uMStdsMix2InMatrix_1","242.07832:2898527 243.08167:353125 244.08503:0","","242.07832","242.0782","242.07848","242.07845","242.07832","242.07832","242.07832","242.07832","242.07832","242.07832","242.07832","242.07832","242.07832","242.07832","242.07832","242.07832","242.07828","242.07832","242.07832","242.07832","242.078","242.07832","242.07832","242.07832","242.07832","242.07832","242.07832","242.07832","242.07832","242.07832","242.07832","242.07832","242.07832","242.07832","242.07832","242.0784","242.07854","242.07832","242.07832","242.07832","242.07832","242.07832","242.07825","242.07826","242.07835","242.07823","242.07832","242.07817","242.07841","242.07841"
"361",361,"356","9.591","242.07994","Unknown","[M-H]-","similar chromatogram in higher mz_413","0.38","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.02","190715_Smp_FK180310S62C1-DCM_B","242.07994:141819 243.08329:0 244.08665:0","","242.07994","242.07994","242.07994","242.07994","242.07994","242.07994","242.07994","242.07985","242.07977","242.08018","242.07994","242.07994","242.07994","242.07994","242.07994","242.07994","242.08008","242.07988","242.07973","242.07994","242.07994","242.07991","242.08018","242.07976","242.0798","242.08002","242.07986","242.08025","242.07994","242.07994","242.07994","242.07994","242.07994","242.07957","242.07994","242.07994","242.0802","242.07994","242.07979","242.07965","242.07994","242.07994","242.07994","242.07994","242.07994","242.07994","242.07994","242.07994","242.07994","242.07994"
"362",362,"357","4.743","243.06216","w/o MS2:Ingalls_Uridine","[M-H]-","","0.2","False","5.541","243.0621","","","","","530","True","True","False","","False","False","null","null","100","100","null","null","null","21.34","190715_Std_4uMStdsMix2InMatrix_2","243.06216:1408042 244.06551:98397 245.06887:0","","243.06216","243.06186","243.06238","243.06219","243.06216","243.06216","243.06216","243.06216","243.06216","243.06216","243.06216","243.06216","243.06216","243.06216","243.06216","243.06216","243.06216","243.06216","243.06216","243.06216","243.06216","243.06216","243.06216","243.06216","243.06216","243.06216","243.06216","243.06216","243.06216","243.06216","243.06216","243.06216","243.06216","243.06216","243.06216","243.06216","243.06216","243.06216","243.06216","243.06216","243.06216","243.06216","243.06226","243.06219","243.06232","243.06219","243.06235","243.06216","243.06236","243.06216"
"363",363,"358","9.776","243.09856","Unknown","[M-H]-","","0.24","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","10.74","190715_Poo_QC-KM1906_E","243.09856:514836 244.10191:70699 245.10527:74841","","243.09856","243.09885","243.09856","243.09882","243.09856","243.09856","243.09856","243.09856","243.09856","243.09856","243.09856","243.09856","243.09856","243.09856","243.09856","243.09856","243.09895","243.09856","243.09854","243.09856","243.09856","243.09856","243.09856","243.09856","243.09856","243.09856","243.09856","243.09856","243.09856","243.09856","243.09856","243.09856","243.09856","243.09856","243.09856","243.09872","243.09856","243.09856","243.09856","243.09856","243.09856","243.09856","243.09869","243.09866","243.09856","243.09856","243.09871","243.0985","243.09872","243.09874"
"364",364,"359","11.22","244.01646","Unknown","[M-H]-","","0.24","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2798.03","190715_Poo_QC-KM1906_D","244.01646:258894 245.01981:121976 246.02317:82972","","244.01646","244.01646","244.01657","244.0164","244.01646","244.01646","244.01646","244.01646","244.01646","244.01646","244.01646","244.01646","244.01646","244.01646","244.01646","244.01646","244.01643","244.01646","244.01646","244.01646","244.01634","244.01646","244.01646","244.01646","244.01646","244.01646","244.01646","244.01646","244.01646","244.01646","244.01646","244.01646","244.01646","244.01646","244.01646","244.01646","244.01646","244.01646","244.01646","244.0161","244.01646","244.01646","244.01643","244.0161","244.01646","244.01646","244.01663","244.01619","244.01669","244.01634"
"365",365,"360","8.612","244.08272","Unknown","[M-H]-","","0.58","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","187.14","190715_Poo_QC-KM1906_E","244.08272:1633073 245.08607:191517 246.08943:91343","","244.08272","244.08267","244.08272","244.08281","244.08357","244.08272","244.08272","244.08269","244.08255","244.08276","244.08289","244.08287","244.08287","244.08257","244.08272","244.08272","244.08287","244.08276","244.08276","244.08272","244.08272","244.08272","244.0826","244.08253","244.08273","244.08272","244.08272","244.08272","244.08253","244.08266","244.08301","244.08272","244.08272","244.08272","244.08261","244.08267","244.08252","244.08272","244.08272","244.08272","244.08272","244.08272","244.08273","244.08249","244.08272","244.08272","244.08275","244.08249","244.08275","244.08269"
"366",366,"361","9.571","245.04324","Unknown","[M-H]-","","0.2","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","785.16","190715_Std_H2OinMatrix_1","245.04324:478856 246.04659:44559 247.04995:0","","245.04324","245.04317","245.04329","245.04338","245.04324","245.04324","245.04324","245.04324","245.04324","245.04324","245.04324","245.04324","245.04324","245.04324","245.04324","245.04324","245.04324","245.04324","245.04324","245.04324","245.04324","245.04324","245.04324","245.04324","245.04324","245.04324","245.04324","245.04324","245.04324","245.04324","245.04324","245.04324","245.04324","245.04324","245.04324","245.04324","245.04324","245.04324","245.04324","245.04324","245.04324","245.04324","245.04301","245.04323","245.04324","245.04324","245.04326","245.0432","245.04324","245.04301"
"367",367,"362","9.66","246.87073","Unknown","[M-H]-","","0.4","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","967.78","190715_Std_H2OinMatrix_1","246.87073:91231 247.87408:0 248.87744:0","","246.87065","246.87038","246.87073","246.87073","246.87073","246.87047","246.87073","246.87038","246.87074","246.87083","246.87073","246.87064","246.87073","246.87048","246.87073","246.87073","246.87048","246.87022","246.87073","246.87073","246.87073","246.87029","246.87015","246.87073","246.8705","246.87073","246.87073","246.87073","246.87025","246.87073","246.87073","246.87073","246.87073","246.87038","246.87073","246.87073","246.87036","246.87054","246.87039","246.87033","246.87073","246.87073","246.87073","246.87073","246.87073","246.87073","246.87073","246.87073","246.87073","246.87073"
"368",368,"363","19.729","246.92979","Unknown","[M-H]-","","0.38","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","91.99","190715_Poo_TruePooFK180310_DDAneg20","246.9301:4240548 247.93345:576066 248.93681:547801","53.79647:6023 56.47974:6763 56.88921:7484 63.42315:6509 65.71516:6542 66.9238:6717 68.71159:7501 69.53432:5779 73.21109:6557 74.9926:14349 85.32018:6872 93.79071:7822 104.69053:7663 107.89382:6632 111.04001:8057 113.17125:7807 129.3231:7501 133.92897:6783 140.96469:9643 180.05966:9071 180.95752:215115 185.32668:8388 205.45598:7767 206.93701:220903 217.91547:45174 217.9304:44773 219.67772:11142 219.70482:9930 224.94775:366498","246.92989","246.92979","246.92979","246.92979","246.9301","246.9301","246.93005","246.92979","246.92979","246.92979","246.92979","246.92992","246.92979","246.92979","246.92979","246.92979","246.92979","246.92998","246.92979","246.9299","246.92984","246.92979","246.92996","246.93002","246.9299","246.92999","246.92996","246.92979","246.92979","246.92984","246.9299","246.92979","246.92979","246.92979","246.92979","246.92979","246.92993","246.92982","246.92979","246.92979","246.92979","246.92979","246.92979","246.92979","246.92979","246.92979","246.92979","246.92979","246.92979","246.92979"
"369",369,"364","9.305","246.98238","Unknown","[M-H]-","ion correlated with 59; ion correlated with 480; ion correlated with 518; ion correlated with 20","0.56","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1331.07","190715_Smp_FK180310S64C1-25m_A","246.98238:353023 247.98573:0 248.98909:5214294","","246.98236","246.98238","246.98238","246.9825","246.98238","246.98238","246.98238","246.98236","246.98233","246.98242","246.98238","246.98238","246.98238","246.98203","246.98238","246.98245","246.98203","246.98245","246.98238","246.98248","246.98228","246.98242","246.98238","246.98228","246.98238","246.98251","246.98247","246.98241","246.98227","246.98238","246.98227","246.98238","246.98241","246.98221","246.98218","246.9823","246.98238","246.98218","246.98236","246.98209","246.98238","246.98238","246.98238","246.98238","246.98238","246.98238","246.98238","246.98238","246.98238","246.98238"
"370",370,"365","19.766","247.9308","Unknown","[M-H]-","","0.2","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2085.41","190715_Poo_TruePooFK180310_Full3","247.9308:717379 248.93415:609267 249.93751:0","","247.93085","247.9308","247.9308","247.9308","247.9308","247.9308","247.9308","247.9308","247.93044","247.9308","247.9308","247.93066","247.93065","247.9308","247.9308","247.9308","247.9308","247.9308","247.9308","247.9308","247.9308","247.9308","247.93047","247.9308","247.9308","247.9304","247.9308","247.9308","247.93037","247.9308","247.9306","247.9308","247.9308","247.9308","247.9308","247.9308","247.93062","247.9308","247.9308","247.9308","247.9308","247.9308","247.9308","247.9308","247.9308","247.9308","247.9308","247.9308","247.9308","247.9308"
