"","X.31","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26","X.27","X.28","X.29","X.30","Class","X1","X1.1","X1.2","X1.3","X1.4","X1.5","X1.6","X1.7","X1.8","X1.9","X1.10","X1.11","X1.12","X1.13","X1.14","X1.15","X1.16","X1.17","X1.18","X1.19","X1.20","X1.21","X1.22","X1.23","X1.24","X1.25","X1.26","X1.27","X1.28","X1.29","X1.30","X1.31","X1.32","X1.33","X1.34","X1.35","X1.36","X1.37","X1.38","X1.39","X1.40","X1.41","X1.42","X1.43","X1.44","X1.45","X1.46","X1.47","X1.48","X1.49","NA.","NA..1"
"375",375,"370","7.959","252.88412","Unknown","[M-H]-","","0.36","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4841.99","190715_Smp_FK180310S64C1-25m_B","252.88412:935846 253.88747:150385 254.89083:928114","","94855","349573","1196631","1707066","151096","338886","233037","2452749","4284254","4694660","282573","918787","376141","4158743","2837997","2643753","1132468","5079310","3537580","3759116","11265035","4675870","9185700","17791652","1089879","1901152","5161794","6163726","912135","3944334","2635082","8431135","3911659","1843225","2572729","4709076","4749474","3609538","5372590","2648886","0","0","50876","642272","0","231686","0","692982","49153","58863","2890595.566875","3362123.02905066"
"376",376,"371","13.653","252.92126","Unknown","[M-H]-","","0.24","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","481.2","190715_Std_H2OinMatrix_2","252.92126:286865 253.92461:129051 254.92797:138866","","250247","1352177","1008159","580794","76892","17515","17192","218350","173466","67938","269533","264112","28151","395224","177104","73452","81512","804768","76873","141676","0","66337","281584","0","200594","60817","1242184","133981","80350","107448","174599","71857","653593","264894","362208","262767","71570","174564","79100","483626","403569","53096","374935","1335480","240662","47840","178333","1434770","207675","1802546","338522.293164062","425426.873533923"
"377",377,"372","9.179","252.94173","Unknown","[M+Cl]-","adduct linked to 293_[M-H2O-H]-","0.46","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","48.19","190715_Smp_FK180310S64C1-25m_B","252.94173:204880 253.94508:56580 254.94844:81867","","246579","55355","825574","1494572","211708","153535","201215","3524159","2360835","4248714","60175","238921","262157","1233398","1425702","1721464","1657350","683613","711250","983180","1653787","2187530","675506","3990647","3581725","961874","1008614","615263","500939","768075","696019","941029","1283352","741349","713995","941496","749714","796387","871403","351903","0","43167","0","443109","56385","0","31771","107792","0","131623","942878.165195312","1041794.76514374"
"378",378,"373","7.98","253.09308","Unknown","[M-H]-","","0.74","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","191.32","190715_Std_4uMStdsMix2InH2O_1","253.09308:2221308 254.09643:150280 255.09979:0","","66119","1021679","12573047","11585687","383733","256660","37871","1403231","2820682","2950213","158854","530506","95257","647016","830759","1084957","3231656","2445426","2706219","52219","1023042","154790","4389778","3876900","5078022","887469","1003845","1339462","3925894","3676514","4148262","55416","243054","459478","5130530","7524076","6412490","1292046","2826982","3754602","52002","50709","6576203","4466158","33978036","28781710","809339","5631474","478965","5489850","3767977.7259375","6383123.05450435"
"379",379,"374","7.508","254.88196","Unknown","[M-H]-","","0.6","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3178.68","190715_Smp_FK180310S62C1-DCM_B","254.88196:1068119 255.88531:0 256.88867:0","","38222","0","2789164","5170808","25741","226421","761223","6266446","8625866","4615305","160083","809003","431767","5327692","2778517","2483399","1646885","4864130","3722634","11620485","14506140","3855806","14337905","15575762","2793572","7926790","10037783","5270562","10912780","4041993","1785466","11693694","8929455","5369926","4046645","6547960","5541360","3453757","6595476","1618874","0","0","46472","0","0","0","50047","712398","0","0","4160288.29046875","4352398.47221881"
"380",380,"375","9.827","255.23305","Unknown","[M-H]-","","0.22","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1.61","190715_Poo_TruePooFK180310_DDAneg20","255.23332:579790 256.23667:97024 257.24003:0","52.10659:7902 56.79432:7031 63.56224:6849 71.92282:7270 86.17133:7543 93.13665:6549 96.12029:7740 105.24786:6664 127.62292:6561 167.50011:7599 195.32487:7690 217.37039:7470 217.73578:99454 254.81139:7938 255.08778:15489 255.19749:19482","105924","386623","3033699","5180942","1191838","1292082","734323","2307804","4769404","6917242","511494","694092","1456055","369111","3612348","6383249","1854312","7199394","2424989","3113044","2956122","7677873","7044634","2115216","2016897","1487106","10226547","9187283","27063016","3092806","1253109","4844384","1472627","10585905","21877574","1653062","2982187","2492578","20365354","1824975","1704029","2545031","7289086","879678","1381493","2255460","3973386","854981","2546116","866124","4401052.21328125","5499175.86257797"
"381",381,"376","8.01","255.73582","Unknown","[M-H]-","","0.76","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2201.43","190715_Poo_QC-KM1906_E","255.73582:220046 256.73917:0 257.74253:614248","","371638","1596459","2488455","2636221","644703","133097","94860","1654614","848831","810251","16692","871051","731327","563944","999079","1072682","1111180","653039","1475496","1442665","1269706","892977","1220711","1105052","627028","729396","871846","823864","1259448","1098776","1037453","1417577","1303689","803868","1209798","1688711","1175544","776945","170750","681841","0","39352","509950","818727","45800","0","799413","333032","819302","1580802","906552.845234375","577353.351590014"
"382",382,"377","13.626","256.87695","Unknown","[M-H]-","adduct linked to 351_[M-H2O-H]-","0.68","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4644.39","190715_Std_4uMStdsMix1InMatrix_2","256.87695:1264830 257.8803:214355 258.88366:327650","","2647880","23327524","5059449","3649519","1982936","1345420","689281","1385171","5781784","5934140","885941","1164667","900349","1155475","6736301","4266168","10332001","5436522","1000155","213126","0","4689876","2144602","180726","7223330","380616","3555392","347735","3069945","1224308","6707617","410949","70716","4016130","4652788","1790309","1580952","2181608","2068108","3749810","0","51302","2896155","21162290","0","0","3402943","17011670","9838379","18625790","4138557.08179688","5404113.53637974"
"383",383,"378","8.028","257.73407","Unknown","[M-H]-","","0.88","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5713.35","190715_Poo_TruePooFK180310_DDAneg35","257.73407:601380 258.73742:175272 259.74078:579064","","1858165","4844204","7361720","8685179","3136845","4025817","4325272","4882974","3417160","4508963","59422","1395002","3131040","2052404","3378633","5311161","3510973","5012234","4614385","4891822","4066326","4058742","4250640","4399500","3753506","3966027","4503310","3700767","4415286","3585212","3463190","4600946","2576354","2166838","5164745","5199969","4450382","3147578","2135249","3104226","0","0","2415624","2353069","0","0","2707069","2607188","3234371","4623415","3501058.0934375","1741275.90489599"
"384",384,"379","8.417","258.73297","Unknown","[M-H]-","","0.22","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5142.42","190715_Std_H2OinMatrix_1","258.73297:705394 259.73632:305655 260.73968:737541","","3041220","609291","74385","419954","9093","10464","227634","68456","100022","433055","8664","12539","8165","57129","0","1331276","225499","239889","78278","0","28779","332788","35581","0","178451","64925","116777","259816","978871","41473","51180","52848","59393","662880","493458","241311","45931","57071","3023137","68710","0","0","8265270","408995","39263","40878","7805827","792748","9594926","289787","819721.696542969","2078216.47710028"
"385",385,"380","13.802","258.87408","Unknown","[M-H]-","","0.34","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1459.62","190715_Std_4uMStdsMix1InMatrix_2","258.87408:389610 259.87743:0 260.88079:0","","318674","2566942","246154","73294","227232","130321","137234","575859","608998","1484060","132721","139694","268019","123684","54849","293961","1665118","746969","47100","0","0","622537","132881","0","1566714","77370","1071236","83603","329734","777669","667866","52098","50623","763460","821550","74546","664479","376729","126172","931818","0","0","1860815","5582440","0","0","741642","3661520","761261","2281894","678430.753828125","1035767.7037467"
"386",386,"381","8.769","258.92117","Unknown","[M-H]-","","0.46","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","7.5","190715_Smp_FK180310S64C1-25m_B","258.92117:378947 259.92452:77960 260.92788:36891","","41485","41026","3725955","2845442","164027","195490","225671","2585989","2856061","1930342","184402","277150","302999","1579362","2677038","2849987","1518218","1802532","4609004","5713785","1824688","2803705","547548","5330802","2429609","2455865","2089559","3298513","929509","1242783","854434","8285022","1253936","7445060","862392","472936","850607","4752795","1663023","1307476","0","0","0","685622","0","0","0","114397","0","0","1752524.94640625","1967285.73831725"
"387",387,"382","8.071","260.74084","Unknown","[M-H]-","","0.32","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","10981.02","190715_Smp_FK180310S64C1-25m_A","260.74084:1559052 261.74419:158090 262.74755:4145357","","3416308","640340","205356","892664","330915","244599","577487","6403763","127773","3145339","162516","699991","624828","8924802","46968","552148","79180","25942450","4732887","15337281","9490538","13623903","23610218","4240114","991164","18194232","7860312","5175518","11144536","861558","6196100","9273833","4233238","8473865","3299406","6687822","20391798","15879240","8892968","3992754","0","0","8991362","736187","0","50289","8468798","728530","11067162","743778","5727736.30835938","6610982.71577083"
"388",388,"383","7.749","260.74088","Unknown","[M+Cl]-","adduct linked to 340_[M-H]-","0.66","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","10996.62","190715_Smp_FK180310S64C1-DCM_B","260.74088:1561783 261.74423:214988 262.74759:4959396","","6070217","0","66508","892664","102917","237787","2837426","28262384","297938","16933080","567637","3114427","7394694","8924802","50541","1155584","499527","7739083","14146161","15337281","22835038","5220450","16937660","7611258","8682116","4906612","30332248","5175518","11144536","11573474","769900","9273833","2912950","8473865","21749400","23362718","3669822","15613965","7955782","13277450","0","0","51225","0","69412","50289","0","0","0","46614","6926535.82039062","8149403.02876735"
